County,Education,Death Rate
"Clackamas County, OR",9th through 12th grade with no diploma,5.93
"Clackamas County, OR",High school graduate or GED completed,5.2
"Clackamas County, OR","Some college credit, but not a degree",4.24
"Clackamas County, OR","Associate degree (AA, AS)",5.14
"Clackamas County, OR","Bachelor's degree (BA, AB, BS)",3.02
"Clackamas County, OR",Excluded,3.92
"Lane County, OR",9th through 12th grade with no diploma,4.24
"Lane County, OR",High school graduate or GED completed,6.23
"Lane County, OR","Some college credit, but not a degree",4.3
"Lane County, OR","Bachelor's degree (BA, AB, BS)",2.59
"Lane County, OR",Excluded,7.01
"Marion County, OR",8th grade or less,6.65
"Marion County, OR",9th through 12th grade with no diploma,5.78
"Marion County, OR",High school graduate or GED completed,4.72
"Marion County, OR","Some college credit, but not a degree",6.35
"Marion County, OR","Associate degree (AA, AS)",6.33
"Marion County, OR","Bachelor's degree (BA, AB, BS)",2.62
"Marion County, OR",Excluded,5.46
"Multnomah County, OR",8th grade or less,4.77
"Multnomah County, OR",9th through 12th grade with no diploma,6.35
"Multnomah County, OR",High school graduate or GED completed,5.8
"Multnomah County, OR","Some college credit, but not a degree",5.99
"Multnomah County, OR","Associate degree (AA, AS)",4.5
"Multnomah County, OR","Bachelor's degree (BA, AB, BS)",3.6
"Multnomah County, OR","Master's degree (MA, MS)",3.76
"Multnomah County, OR","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.35
"Multnomah County, OR",Unknown/Not on certificate,46.15
"Multnomah County, OR",Excluded,5.76
"Washington County, OR",8th grade or less,4.47
"Washington County, OR",9th through 12th grade with no diploma,4.94
"Washington County, OR",High school graduate or GED completed,6.28
"Washington County, OR","Some college credit, but not a degree",4.8
"Washington County, OR","Associate degree (AA, AS)",5.77
"Washington County, OR","Bachelor's degree (BA, AB, BS)",2.45
"Washington County, OR","Master's degree (MA, MS)",3.45
"Washington County, OR",Unknown/Not on certificate,37.17
"Washington County, OR",Excluded,3.86
"Unidentified Counties, OR",8th grade or less,5.25
"Unidentified Counties, OR",9th through 12th grade with no diploma,6.65
"Unidentified Counties, OR",High school graduate or GED completed,5.8
"Unidentified Counties, OR","Some college credit, but not a degree",4.94
"Unidentified Counties, OR","Associate degree (AA, AS)",4.44
"Unidentified Counties, OR","Bachelor's degree (BA, AB, BS)",3.34
"Unidentified Counties, OR","Master's degree (MA, MS)",3.21
"Unidentified Counties, OR",Unknown/Not on certificate,31.14
"Unidentified Counties, OR",Excluded,5.9
"Allegheny County, PA",9th through 12th grade with no diploma,11.72
"Allegheny County, PA",High school graduate or GED completed,10.47
"Allegheny County, PA","Some college credit, but not a degree",7.37
"Allegheny County, PA","Associate degree (AA, AS)",5.1
"Allegheny County, PA","Bachelor's degree (BA, AB, BS)",3.5
"Allegheny County, PA","Master's degree (MA, MS)",3.51
"Allegheny County, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.31
"Allegheny County, PA",Unknown/Not on certificate,120.13
"Berks County, PA",8th grade or less,6.47
"Berks County, PA",9th through 12th grade with no diploma,9.92
"Berks County, PA",High school graduate or GED completed,8.74
"Berks County, PA","Some college credit, but not a degree",7.3
"Berks County, PA","Associate degree (AA, AS)",4.98
"Berks County, PA","Bachelor's degree (BA, AB, BS)",4.38
"Bucks County, PA",9th through 12th grade with no diploma,7.93
"Bucks County, PA",High school graduate or GED completed,5.02
"Bucks County, PA","Some college credit, but not a degree",4.23
"Bucks County, PA","Associate degree (AA, AS)",3.61
"Bucks County, PA","Bachelor's degree (BA, AB, BS)",3.52
"Bucks County, PA","Master's degree (MA, MS)",2.69
"Bucks County, PA",Unknown/Not on certificate,11.43
"Chester County, PA",8th grade or less,10.36
"Chester County, PA",9th through 12th grade with no diploma,5.65
"Chester County, PA",High school graduate or GED completed,6.76
"Chester County, PA","Some college credit, but not a degree",5.36
"Chester County, PA","Associate degree (AA, AS)",5.94
"Chester County, PA","Bachelor's degree (BA, AB, BS)",3.67
"Chester County, PA","Master's degree (MA, MS)",2.6
"Chester County, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5.24
"Chester County, PA",Unknown/Not on certificate,32.56
"Dauphin County, PA",9th through 12th grade with no diploma,8.89
"Dauphin County, PA",High school graduate or GED completed,8.9
"Dauphin County, PA","Some college credit, but not a degree",7.53
"Dauphin County, PA","Associate degree (AA, AS)",5.03
"Dauphin County, PA","Bachelor's degree (BA, AB, BS)",3.89
"Dauphin County, PA","Master's degree (MA, MS)",4.18
"Dauphin County, PA",Unknown/Not on certificate,38.83
"Delaware County, PA",8th grade or less,11.83
"Delaware County, PA",9th through 12th grade with no diploma,10.02
"Delaware County, PA",High school graduate or GED completed,8.98
"Delaware County, PA","Some college credit, but not a degree",8.26
"Delaware County, PA","Associate degree (AA, AS)",7.56
"Delaware County, PA","Bachelor's degree (BA, AB, BS)",3.99
"Delaware County, PA","Master's degree (MA, MS)",3.51
"Delaware County, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",6.84
"Delaware County, PA",Unknown/Not on certificate,80.79
"Erie County, PA",9th through 12th grade with no diploma,8.49
"Erie County, PA",High school graduate or GED completed,8.73
"Erie County, PA","Some college credit, but not a degree",7.89
"Erie County, PA","Associate degree (AA, AS)",4.72
"Erie County, PA","Bachelor's degree (BA, AB, BS)",6.21
"Erie County, PA","Master's degree (MA, MS)",5.11
"Erie County, PA",Unknown/Not on certificate,35.71
"Lancaster County, PA",8th grade or less,8.87
"Lancaster County, PA",9th through 12th grade with no diploma,9.36
"Lancaster County, PA",High school graduate or GED completed,7.01
"Lancaster County, PA","Some college credit, but not a degree",6.05
"Lancaster County, PA","Associate degree (AA, AS)",5.99
"Lancaster County, PA","Bachelor's degree (BA, AB, BS)",4.03
"Lancaster County, PA","Master's degree (MA, MS)",2.29
"Lancaster County, PA",Unknown/Not on certificate,42.06
"Lehigh County, PA",9th through 12th grade with no diploma,8.63
"Lehigh County, PA",High school graduate or GED completed,9.41
"Lehigh County, PA","Some college credit, but not a degree",5.96
"Lehigh County, PA","Associate degree (AA, AS)",5.63
"Lehigh County, PA","Bachelor's degree (BA, AB, BS)",5.3
"Lehigh County, PA","Master's degree (MA, MS)",4.38
"Lehigh County, PA",Unknown/Not on certificate,24.77
"Luzerne County, PA",9th through 12th grade with no diploma,8.56
"Luzerne County, PA",High school graduate or GED completed,6.59
"Luzerne County, PA","Some college credit, but not a degree",8.51
"Luzerne County, PA","Associate degree (AA, AS)",3.91
"Luzerne County, PA","Bachelor's degree (BA, AB, BS)",4.52
"Montgomery County, PA",8th grade or less,8.03
"Montgomery County, PA",9th through 12th grade with no diploma,10.1
"Montgomery County, PA",High school graduate or GED completed,6.69
"Montgomery County, PA","Some college credit, but not a degree",5.32
"Montgomery County, PA","Associate degree (AA, AS)",2.39
"Montgomery County, PA","Bachelor's degree (BA, AB, BS)",3.01
"Montgomery County, PA","Master's degree (MA, MS)",3.03
"Montgomery County, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.16
"Montgomery County, PA",Unknown/Not on certificate,61.99
"Northampton County, PA",9th through 12th grade with no diploma,10.13
"Northampton County, PA",High school graduate or GED completed,7.02
"Northampton County, PA","Some college credit, but not a degree",6.01
"Northampton County, PA","Associate degree (AA, AS)",5.36
"Northampton County, PA","Bachelor's degree (BA, AB, BS)",4.09
"Northampton County, PA",Unknown/Not on certificate,11.87
"Philadelphia County, PA",8th grade or less,6.9
"Philadelphia County, PA",9th through 12th grade with no diploma,10.83
"Philadelphia County, PA",High school graduate or GED completed,8.75
"Philadelphia County, PA","Some college credit, but not a degree",7.34
"Philadelphia County, PA","Associate degree (AA, AS)",6.93
"Philadelphia County, PA","Bachelor's degree (BA, AB, BS)",4.48
"Philadelphia County, PA","Master's degree (MA, MS)",2.18
"Philadelphia County, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.82
"Philadelphia County, PA",Unknown/Not on certificate,101.18
"Westmoreland County, PA",9th through 12th grade with no diploma,9.18
"Westmoreland County, PA",High school graduate or GED completed,9.37
"Westmoreland County, PA","Some college credit, but not a degree",5.63
"Westmoreland County, PA","Associate degree (AA, AS)",4.62
"Westmoreland County, PA","Bachelor's degree (BA, AB, BS)",2.17
"Westmoreland County, PA","Master's degree (MA, MS)",3.59
"Westmoreland County, PA",Unknown/Not on certificate,96.49
"York County, PA",9th through 12th grade with no diploma,7.25
"York County, PA",High school graduate or GED completed,6.6
"York County, PA","Some college credit, but not a degree",6.62
"York County, PA","Associate degree (AA, AS)",5.18
"York County, PA","Bachelor's degree (BA, AB, BS)",2.45
"York County, PA",Unknown/Not on certificate,14
"Unidentified Counties, PA",8th grade or less,8.37
"Unidentified Counties, PA",9th through 12th grade with no diploma,9.57
"Unidentified Counties, PA",High school graduate or GED completed,7.12
"Unidentified Counties, PA","Some college credit, but not a degree",5.67
"Unidentified Counties, PA","Associate degree (AA, AS)",4.51
"Unidentified Counties, PA","Bachelor's degree (BA, AB, BS)",3.95
"Unidentified Counties, PA","Master's degree (MA, MS)",3.3
"Unidentified Counties, PA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.07
"Unidentified Counties, PA",Unknown/Not on certificate,19.07
"Providence County, RI",9th through 12th grade with no diploma,6.25
"Providence County, RI",High school graduate or GED completed,5.74
"Providence County, RI","Some college credit, but not a degree",5.65
"Providence County, RI",Unknown/Not on certificate,13.03
"Providence County, RI",Excluded,7.01
"Unidentified Counties, RI",Unknown/Not on certificate,14.78
"Unidentified Counties, RI",Excluded,4.94
"Charleston County, SC",8th grade or less,5.81
"Charleston County, SC",9th through 12th grade with no diploma,10.14
"Charleston County, SC",High school graduate or GED completed,8.48
"Charleston County, SC","Some college credit, but not a degree",6.23
"Charleston County, SC","Bachelor's degree (BA, AB, BS)",2.88
"Charleston County, SC",Unknown/Not on certificate,109.97
"Greenville County, SC",8th grade or less,5.76
"Greenville County, SC",9th through 12th grade with no diploma,8.47
"Greenville County, SC",High school graduate or GED completed,7.64
"Greenville County, SC","Some college credit, but not a degree",7.09
"Greenville County, SC","Associate degree (AA, AS)",5.79
"Greenville County, SC","Bachelor's degree (BA, AB, BS)",3.13
"Greenville County, SC","Master's degree (MA, MS)",2.81
"Horry County, SC",9th through 12th grade with no diploma,13.7
"Horry County, SC",High school graduate or GED completed,9.2
"Horry County, SC","Some college credit, but not a degree",4.9
"Lexington County, SC",High school graduate or GED completed,10.75
"Lexington County, SC","Some college credit, but not a degree",9.07
"Richland County, SC",9th through 12th grade with no diploma,9.81
"Richland County, SC",High school graduate or GED completed,11.16
"Richland County, SC","Some college credit, but not a degree",7.4
"Richland County, SC","Associate degree (AA, AS)",7.33
"Richland County, SC","Bachelor's degree (BA, AB, BS)",5.03
"Richland County, SC","Master's degree (MA, MS)",4.12
"Spartanburg County, SC",9th through 12th grade with no diploma,8.35
"Spartanburg County, SC",High school graduate or GED completed,6.28
"Spartanburg County, SC","Some college credit, but not a degree",5.2
"Spartanburg County, SC","Associate degree (AA, AS)",5.03
"Spartanburg County, SC","Bachelor's degree (BA, AB, BS)",3.44
"Unidentified Counties, SC",8th grade or less,8.2
"Unidentified Counties, SC",9th through 12th grade with no diploma,9.96
"Unidentified Counties, SC",High school graduate or GED completed,8.94
"Unidentified Counties, SC","Some college credit, but not a degree",7.07
"Unidentified Counties, SC","Associate degree (AA, AS)",6.64
"Unidentified Counties, SC","Bachelor's degree (BA, AB, BS)",4.75
"Unidentified Counties, SC","Master's degree (MA, MS)",4.49
"Unidentified Counties, SC",Unknown/Not on certificate,19.04
"Unidentified Counties, SD",8th grade or less,9.29
"Unidentified Counties, SD",9th through 12th grade with no diploma,12.22
"Unidentified Counties, SD",High school graduate or GED completed,7.47
"Unidentified Counties, SD","Some college credit, but not a degree",6.28
"Unidentified Counties, SD","Associate degree (AA, AS)",5.21
"Unidentified Counties, SD","Bachelor's degree (BA, AB, BS)",3.79
"Unidentified Counties, SD","Master's degree (MA, MS)",5.27
"Unidentified Counties, SD",Unknown/Not on certificate,23.44
"Davidson County, TN",8th grade or less,5.95
"Davidson County, TN",9th through 12th grade with no diploma,10.9
"Davidson County, TN",High school graduate or GED completed,8.74
"Davidson County, TN","Some college credit, but not a degree",7.45
"Davidson County, TN","Associate degree (AA, AS)",7.33
"Davidson County, TN","Bachelor's degree (BA, AB, BS)",3.66
"Davidson County, TN","Master's degree (MA, MS)",3.67
"Davidson County, TN","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5.28
"Davidson County, TN",Unknown/Not on certificate,42.97
"Hamilton County, TN",8th grade or less,9.61
"Hamilton County, TN",9th through 12th grade with no diploma,13.21
"Hamilton County, TN",High school graduate or GED completed,10.52
"Hamilton County, TN","Some college credit, but not a degree",7.99
"Hamilton County, TN","Associate degree (AA, AS)",7.32
"Hamilton County, TN","Bachelor's degree (BA, AB, BS)",2.83
"Hamilton County, TN","Master's degree (MA, MS)",4.7
"Knox County, TN",8th grade or less,8.82
"Knox County, TN",9th through 12th grade with no diploma,10.54
"Knox County, TN",High school graduate or GED completed,7.55
"Knox County, TN","Some college credit, but not a degree",6.56
"Knox County, TN","Bachelor's degree (BA, AB, BS)",2.97
"Knox County, TN","Master's degree (MA, MS)",3.6
"Rutherford County, TN",High school graduate or GED completed,8.39
"Rutherford County, TN","Some college credit, but not a degree",5.77
"Rutherford County, TN","Bachelor's degree (BA, AB, BS)",6.03
"Shelby County, TN",8th grade or less,7.77
"Shelby County, TN",9th through 12th grade with no diploma,12.91
"Shelby County, TN",High school graduate or GED completed,12.76
"Shelby County, TN","Some college credit, but not a degree",10.86
"Shelby County, TN","Associate degree (AA, AS)",9.79
"Shelby County, TN","Bachelor's degree (BA, AB, BS)",6.01
"Shelby County, TN","Master's degree (MA, MS)",4.79
"Shelby County, TN","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",6.13
"Shelby County, TN",Unknown/Not on certificate,22.47
"Unidentified Counties, TN",8th grade or less,7.52
"Unidentified Counties, TN",9th through 12th grade with no diploma,10.27
"Unidentified Counties, TN",High school graduate or GED completed,7.99
"Unidentified Counties, TN","Some college credit, but not a degree",6.25
"Unidentified Counties, TN","Associate degree (AA, AS)",5.17
"Unidentified Counties, TN","Bachelor's degree (BA, AB, BS)",3.49
"Unidentified Counties, TN","Master's degree (MA, MS)",3.93
"Unidentified Counties, TN","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.38
"Unidentified Counties, TN",Unknown/Not on certificate,17.67
"Bell County, TX",9th through 12th grade with no diploma,7.38
"Bell County, TX",High school graduate or GED completed,8.21
"Bell County, TX","Some college credit, but not a degree",6.08
"Bell County, TX","Bachelor's degree (BA, AB, BS)",6.13
"Bexar County, TX",8th grade or less,7.76
"Bexar County, TX",9th through 12th grade with no diploma,7.65
"Bexar County, TX",High school graduate or GED completed,6.43
"Bexar County, TX","Some college credit, but not a degree",6.02
"Bexar County, TX","Associate degree (AA, AS)",4.38
"Bexar County, TX","Bachelor's degree (BA, AB, BS)",4.29
"Bexar County, TX","Master's degree (MA, MS)",3.17
"Bexar County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.71
"Bexar County, TX",Unknown/Not on certificate,47.62
"Brazoria County, TX",9th through 12th grade with no diploma,8.55
"Brazoria County, TX",High school graduate or GED completed,3.89
"Brazoria County, TX","Some college credit, but not a degree",5.13
"Brazoria County, TX","Bachelor's degree (BA, AB, BS)",3.25
"Cameron County, TX",8th grade or less,5.44
"Cameron County, TX",9th through 12th grade with no diploma,6.63
"Cameron County, TX",High school graduate or GED completed,5.11
"Cameron County, TX","Some college credit, but not a degree",4.91
"Cameron County, TX","Associate degree (AA, AS)",4.81
"Cameron County, TX","Bachelor's degree (BA, AB, BS)",6.05
"Collin County, TX",8th grade or less,5.93
"Collin County, TX",9th through 12th grade with no diploma,7.35
"Collin County, TX",High school graduate or GED completed,5.71
"Collin County, TX","Some college credit, but not a degree",4.63
"Collin County, TX","Associate degree (AA, AS)",5
"Collin County, TX","Bachelor's degree (BA, AB, BS)",3.31
"Collin County, TX","Master's degree (MA, MS)",3.5
"Collin County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.97
"Collin County, TX",Unknown/Not on certificate,63.95
"Dallas County, TX",8th grade or less,5.57
"Dallas County, TX",9th through 12th grade with no diploma,7.86
"Dallas County, TX",High school graduate or GED completed,7.72
"Dallas County, TX","Some college credit, but not a degree",6.93
"Dallas County, TX","Associate degree (AA, AS)",7.51
"Dallas County, TX","Bachelor's degree (BA, AB, BS)",4.37
"Dallas County, TX","Master's degree (MA, MS)",3.66
"Dallas County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.45
"Dallas County, TX",Unknown/Not on certificate,76.32
"Denton County, TX",8th grade or less,3.23
"Denton County, TX",9th through 12th grade with no diploma,5.32
"Denton County, TX",High school graduate or GED completed,6.46
"Denton County, TX","Some college credit, but not a degree",4.45
"Denton County, TX","Associate degree (AA, AS)",5.58
"Denton County, TX","Bachelor's degree (BA, AB, BS)",3.63
"Denton County, TX","Master's degree (MA, MS)",4.04
"El Paso County, TX",8th grade or less,4.45
"El Paso County, TX",9th through 12th grade with no diploma,4.53
"El Paso County, TX",High school graduate or GED completed,4.68
"El Paso County, TX","Some college credit, but not a degree",4.29
"El Paso County, TX","Associate degree (AA, AS)",3.82
"El Paso County, TX","Bachelor's degree (BA, AB, BS)",3.62
"El Paso County, TX","Master's degree (MA, MS)",4.49
"Fort Bend County, TX",8th grade or less,5.28
"Fort Bend County, TX",9th through 12th grade with no diploma,5.83
"Fort Bend County, TX",High school graduate or GED completed,6.57
"Fort Bend County, TX","Some college credit, but not a degree",4.92
"Fort Bend County, TX","Associate degree (AA, AS)",3.57
"Fort Bend County, TX","Bachelor's degree (BA, AB, BS)",3.25
"Fort Bend County, TX","Master's degree (MA, MS)",3.79
"Fort Bend County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.42
"Fort Bend County, TX",Unknown/Not on certificate,64.52
"Galveston County, TX",8th grade or less,8.41
"Galveston County, TX",9th through 12th grade with no diploma,6.24
"Galveston County, TX",High school graduate or GED completed,6.27
"Galveston County, TX","Some college credit, but not a degree",5.78
"Galveston County, TX","Associate degree (AA, AS)",4.52
"Galveston County, TX","Bachelor's degree (BA, AB, BS)",3.36
"Harris County, TX",8th grade or less,5.9
"Harris County, TX",9th through 12th grade with no diploma,6.82
"Harris County, TX",High school graduate or GED completed,6.84
"Harris County, TX","Some college credit, but not a degree",5.84
"Harris County, TX","Associate degree (AA, AS)",5.21
"Harris County, TX","Bachelor's degree (BA, AB, BS)",4.32
"Harris County, TX","Master's degree (MA, MS)",4.16
"Harris County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.91
"Harris County, TX",Unknown/Not on certificate,74.17
"Hidalgo County, TX",8th grade or less,5.76
"Hidalgo County, TX",9th through 12th grade with no diploma,5.55
"Hidalgo County, TX",High school graduate or GED completed,4.75
"Hidalgo County, TX","Some college credit, but not a degree",4.13
"Hidalgo County, TX","Associate degree (AA, AS)",3.46
"Hidalgo County, TX","Bachelor's degree (BA, AB, BS)",3.97
"Hidalgo County, TX","Master's degree (MA, MS)",2.94
"Jefferson County, TX",8th grade or less,7.71
"Jefferson County, TX",9th through 12th grade with no diploma,8.71
"Jefferson County, TX",High school graduate or GED completed,8.43
"Jefferson County, TX","Some college credit, but not a degree",7.63
"Jefferson County, TX","Associate degree (AA, AS)",9.61
"Jefferson County, TX","Bachelor's degree (BA, AB, BS)",6.69
"Lubbock County, TX",9th through 12th grade with no diploma,8.18
"Lubbock County, TX",High school graduate or GED completed,4.85
"Lubbock County, TX","Some college credit, but not a degree",4.61
"Montgomery County, TX",8th grade or less,3.81
"Montgomery County, TX",9th through 12th grade with no diploma,6.76
"Montgomery County, TX",High school graduate or GED completed,7.39
"Montgomery County, TX","Some college credit, but not a degree",4.92
"Montgomery County, TX","Associate degree (AA, AS)",5.35
"Montgomery County, TX","Bachelor's degree (BA, AB, BS)",3.87
"Montgomery County, TX","Master's degree (MA, MS)",2.42
"Nueces County, TX",8th grade or less,7.14
"Nueces County, TX",9th through 12th grade with no diploma,6.34
"Nueces County, TX",High school graduate or GED completed,6.3
"Nueces County, TX","Some college credit, but not a degree",4.2
"Nueces County, TX","Associate degree (AA, AS)",4.77
"Nueces County, TX","Bachelor's degree (BA, AB, BS)",3.94
"Tarrant County, TX",8th grade or less,7.85
"Tarrant County, TX",9th through 12th grade with no diploma,8.19
"Tarrant County, TX",High school graduate or GED completed,8.74
"Tarrant County, TX","Some college credit, but not a degree",6.32
"Tarrant County, TX","Associate degree (AA, AS)",6.73
"Tarrant County, TX","Bachelor's degree (BA, AB, BS)",4.86
"Tarrant County, TX","Master's degree (MA, MS)",5.48
"Tarrant County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.23
"Tarrant County, TX",Unknown/Not on certificate,56.78
"Travis County, TX",8th grade or less,5.04
"Travis County, TX",9th through 12th grade with no diploma,6.31
"Travis County, TX",High school graduate or GED completed,5.26
"Travis County, TX","Some college credit, but not a degree",5.64
"Travis County, TX","Associate degree (AA, AS)",4.68
"Travis County, TX","Bachelor's degree (BA, AB, BS)",3.73
"Travis County, TX","Master's degree (MA, MS)",2.69
"Travis County, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.36
"Webb County, TX",9th through 12th grade with no diploma,6.98
"Webb County, TX",High school graduate or GED completed,5.64
"Webb County, TX","Some college credit, but not a degree",3.93
"Williamson County, TX",High school graduate or GED completed,8.18
"Williamson County, TX","Some college credit, but not a degree",5.01
"Williamson County, TX","Bachelor's degree (BA, AB, BS)",4.66
"Unidentified Counties, TX",8th grade or less,5.97
"Unidentified Counties, TX",9th through 12th grade with no diploma,7.25
"Unidentified Counties, TX",High school graduate or GED completed,7.17
"Unidentified Counties, TX","Some college credit, but not a degree",5.68
"Unidentified Counties, TX","Associate degree (AA, AS)",4.68
"Unidentified Counties, TX","Bachelor's degree (BA, AB, BS)",3.95
"Unidentified Counties, TX","Master's degree (MA, MS)",3.6
"Unidentified Counties, TX","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.26
"Unidentified Counties, TX",Unknown/Not on certificate,39.46
"Davis County, UT",High school graduate or GED completed,6.19
"Davis County, UT","Some college credit, but not a degree",4.38
"Davis County, UT","Associate degree (AA, AS)",4.65
"Davis County, UT","Bachelor's degree (BA, AB, BS)",1.88
"Salt Lake County, UT",8th grade or less,7.27
"Salt Lake County, UT",9th through 12th grade with no diploma,5.92
"Salt Lake County, UT",High school graduate or GED completed,6.6
"Salt Lake County, UT","Some college credit, but not a degree",4.72
"Salt Lake County, UT","Associate degree (AA, AS)",3.44
"Salt Lake County, UT","Bachelor's degree (BA, AB, BS)",3.69
"Salt Lake County, UT","Master's degree (MA, MS)",3.03
"Salt Lake County, UT",Unknown/Not on certificate,12.12
"Salt Lake County, UT",Excluded,5.56
"Utah County, UT",9th through 12th grade with no diploma,6.15
"Utah County, UT",High school graduate or GED completed,4.99
"Utah County, UT","Some college credit, but not a degree",4.64
"Utah County, UT","Associate degree (AA, AS)",4.7
"Utah County, UT","Bachelor's degree (BA, AB, BS)",4.84
"Utah County, UT","Master's degree (MA, MS)",3.75
"Utah County, UT",Unknown/Not on certificate,12.6
"Utah County, UT",Excluded,3.81
"Unidentified Counties, UT",8th grade or less,6.73
"Unidentified Counties, UT",9th through 12th grade with no diploma,6.1
"Unidentified Counties, UT",High school graduate or GED completed,5.86
"Unidentified Counties, UT","Some college credit, but not a degree",5.36
"Unidentified Counties, UT","Associate degree (AA, AS)",4.07
"Unidentified Counties, UT","Bachelor's degree (BA, AB, BS)",4.31
"Unidentified Counties, UT","Master's degree (MA, MS)",4.09
"Unidentified Counties, UT",Unknown/Not on certificate,13.27
"Unidentified Counties, UT",Excluded,5.13
"Unidentified Counties, VT",9th through 12th grade with no diploma,8.04
"Unidentified Counties, VT",High school graduate or GED completed,6.16
"Unidentified Counties, VT","Some college credit, but not a degree",3.95
"Unidentified Counties, VT","Bachelor's degree (BA, AB, BS)",3.32
"Unidentified Counties, VT","Master's degree (MA, MS)",3.17
"Unidentified Counties, VT",Unknown/Not on certificate,33.06
"Chesterfield County, VA",High school graduate or GED completed,3.66
"Chesterfield County, VA","Some college credit, but not a degree",6.26
"Chesterfield County, VA","Associate degree (AA, AS)",12.9
"Chesterfield County, VA","Bachelor's degree (BA, AB, BS)",4.28
"Chesterfield County, VA",Excluded,6.16
"Fairfax County, VA",8th grade or less,6.54
"Fairfax County, VA",9th through 12th grade with no diploma,5.42
"Fairfax County, VA",High school graduate or GED completed,3.22
"Fairfax County, VA","Some college credit, but not a degree",3.99
"Fairfax County, VA","Bachelor's degree (BA, AB, BS)",2.32
"Fairfax County, VA","Master's degree (MA, MS)",3.3
"Fairfax County, VA",Unknown/Not on certificate,42.08
"Fairfax County, VA",Excluded,4.74
"Henrico County, VA",High school graduate or GED completed,10.31
"Henrico County, VA","Some college credit, but not a degree",6.77
"Henrico County, VA","Bachelor's degree (BA, AB, BS)",3.98
"Henrico County, VA",Excluded,6.42
"Loudoun County, VA",High school graduate or GED completed,5.92
"Loudoun County, VA","Bachelor's degree (BA, AB, BS)",2.33
"Loudoun County, VA","Master's degree (MA, MS)",3.32
"Prince William County, VA",High school graduate or GED completed,5.29
"Prince William County, VA","Some college credit, but not a degree",4.61
"Prince William County, VA","Associate degree (AA, AS)",8.34
"Prince William County, VA",Unknown/Not on certificate,36.76
"Prince William County, VA",Excluded,6.14
"Virginia Beach city, VA",High school graduate or GED completed,8.38
"Virginia Beach city, VA","Some college credit, but not a degree",3.68
"Virginia Beach city, VA","Bachelor's degree (BA, AB, BS)",2.73
"Virginia Beach city, VA",Excluded,6.33
"Unidentified Counties, VA",8th grade or less,4.77
"Unidentified Counties, VA",9th through 12th grade with no diploma,9.28
"Unidentified Counties, VA",High school graduate or GED completed,7.96
"Unidentified Counties, VA","Some college credit, but not a degree",7.1
"Unidentified Counties, VA","Associate degree (AA, AS)",5.12
"Unidentified Counties, VA","Bachelor's degree (BA, AB, BS)",4.11
"Unidentified Counties, VA","Master's degree (MA, MS)",3.07
"Unidentified Counties, VA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.49
"Unidentified Counties, VA",Unknown/Not on certificate,31.76
"Unidentified Counties, VA",Excluded,7.52
"Clark County, WA",9th through 12th grade with no diploma,6.93
"Clark County, WA",High school graduate or GED completed,4.6
"Clark County, WA","Some college credit, but not a degree",3.83
"Clark County, WA","Associate degree (AA, AS)",2.96
"Clark County, WA","Bachelor's degree (BA, AB, BS)",3.43
"Clark County, WA","Master's degree (MA, MS)",3.27
"Clark County, WA",Unknown/Not on certificate,30.3
"King County, WA",8th grade or less,6.46
"King County, WA",9th through 12th grade with no diploma,6.27
"King County, WA",High school graduate or GED completed,5.24
"King County, WA","Some college credit, but not a degree",4.88
"King County, WA","Associate degree (AA, AS)",3.91
"King County, WA","Bachelor's degree (BA, AB, BS)",2.71
"King County, WA","Master's degree (MA, MS)",1.88
"King County, WA","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.23
"King County, WA",Unknown/Not on certificate,27.78
"Kitsap County, WA",High school graduate or GED completed,7.07
"Kitsap County, WA","Some college credit, but not a degree",6.43
